Product Category,Product Price,Returns,Return_Risk
Books,315,1.0,0.84
Clothing,275,1.0,0.82
Electronics,301,1.0,0.8
Books,491,1.0,0.82
Home,364,1.0,0.9
Electronics,278,1.0,0.78
Home,230,1.0,0.81
Electronics,455,1.0,0.86
Books,284,1.0,0.85
Home,399,1.0,0.89
Books,11,1.0,0.83
Books,231,1.0,0.85
Clothing,28,1.0,0.81
Home,426,1.0,0.82
Electronics,71,1.0,0.88
Clothing,499,1.0,0.83
Books,405,1.0,0.83
Electronics,497,1.0,0.8
Books,28,1.0,0.73
Electronics,94,1.0,0.8
Clothing,82,1.0,0.79
Home,487,1.0,0.85
Clothing,69,1.0,0.78
Electronics,35,1.0,0.75
Books,319,1.0,0.86
Clothing,337,1.0,0.78
Home,440,1.0,0.77
Books,259,1.0,0.82
Electronics,153,1.0,0.73
Books,389,1.0,0.78
Books,331,1.0,0.84
Electronics,231,1.0,0.79
Electronics,369,1.0,0.81
Electronics,59,1.0,0.73
Books,450,1.0,0.92
Books,151,1.0,0.85
Clothing,40,1.0,0.84
Electronics,285,1.0,0.81
Clothing,97,1.0,0.89
Books,81,1.0,0.81
Home,341,1.0,0.89
Books,492,1.0,0.85
Electronics,402,1.0,0.8
Books,232,1.0,0.74
Books,74,1.0,0.82
Clothing,50,1.0,0.9
Electronics,395,1.0,0.88
Books,166,1.0,0.84
Clothing,430,1.0,0.79
Books,262,1.0,0.82
Home,298,1.0,0.78
Clothing,316,1.0,0.77
Home,365,1.0,0.8
Electronics,45,1.0,0.81
Home,487,1.0,0.81
Electronics,75,1.0,0.88
Electronics,79,1.0,0.88
Electronics,133,1.0,0.77
Books,273,1.0,0.87
Electronics,352,1.0,0.88
Electronics,432,1.0,0.77
Electronics,187,1.0,0.76
Books,463,1.0,0.86
Clothing,117,1.0,0.81
Clothing,23,1.0,0.81
Clothing,326,1.0,0.77
Clothing,152,1.0,0.84
Electronics,427,1.0,0.79
Electronics,361,1.0,0.88
Clothing,21,1.0,0.79
Books,220,1.0,0.84
Electronics,100,1.0,0.86
Books,143,1.0,0.75
Home,140,1.0,0.85
Clothing,319,1.0,0.82
Books,188,1.0,0.87
Books,342,1.0,0.77
Home,187,1.0,0.84
Books,51,1.0,0.79
Home,499,1.0,0.81
Home,249,1.0,0.86
Books,107,1.0,0.85
Clothing,292,1.0,0.91
Electronics,137,1.0,0.81
Clothing,283,1.0,0.9
Books,260,1.0,0.77
Home,239,1.0,0.81
Electronics,409,1.0,0.83
Clothing,35,1.0,0.81
Clothing,254,1.0,0.91
Books,478,1.0,0.8
Electronics,145,1.0,0.82
Clothing,447,1.0,0.73
Clothing,225,1.0,0.83
Home,411,1.0,0.81
Clothing,367,1.0,0.79
Clothing,32,1.0,0.73
Books,480,1.0,0.8
Electronics,485,1.0,0.73
Home,357,1.0,0.82
Home,114,1.0,0.81
Books,378,1.0,0.78
Clothing,426,1.0,0.87
Books,228,1.0,0.82
Clothing,326,1.0,0.87
Clothing,21,1.0,0.75
Clothing,371,1.0,0.85
Books,397,1.0,0.74
Books,141,1.0,0.75
Electronics,214,1.0,0.73
Books,258,1.0,0.78
Home,384,1.0,0.9
Books,374,1.0,0.79
Clothing,440,1.0,0.8
Electronics,357,1.0,0.75
Books,358,1.0,0.77
Books,153,1.0,0.8
Books,31,1.0,0.76
Books,254,1.0,0.84
Home,401,1.0,0.84
Books,377,1.0,0.79
Books,303,0.0,0.73
Clothing,207,1.0,0.81
Clothing,216,1.0,0.81
Home,144,1.0,0.79
Books,359,1.0,0.85
Clothing,478,1.0,0.84
Clothing,327,1.0,0.77
Electronics,83,1.0,0.87
Books,490,1.0,0.77
Electronics,362,1.0,0.84
Books,317,1.0,0.82
Clothing,313,1.0,0.78
Home,198,0.0,0.73
Clothing,360,1.0,0.79
Home,205,1.0,0.79
Electronics,241,1.0,0.86
Clothing,369,1.0,0.8
Clothing,488,1.0,0.89
Books,377,1.0,0.86
Electronics,96,1.0,0.73
Electronics,366,1.0,0.85
Clothing,403,1.0,0.87
Clothing,107,1.0,0.86
Books,141,1.0,0.84
Home,22,0.0,0.75
Home,381,1.0,0.75
Books,226,1.0,0.83
Home,124,1.0,0.87
Clothing,124,1.0,0.92
Electronics,324,1.0,0.83
Home,112,1.0,0.84
Home,224,1.0,0.72
Electronics,383,1.0,0.83
Clothing,35,1.0,0.78
Clothing,187,1.0,0.76
Books,114,1.0,0.84
Home,199,1.0,0.78
Books,456,1.0,0.83
Clothing,293,1.0,0.85
Books,316,1.0,0.86
Clothing,302,1.0,0.91
Clothing,59,1.0,0.76
Clothing,17,1.0,0.86
Home,406,1.0,0.81
Clothing,283,1.0,0.79
Home,280,1.0,0.9
Books,395,1.0,0.8
Electronics,58,1.0,0.79
Electronics,175,1.0,0.77
Books,12,1.0,0.78
Home,459,1.0,0.8
Electronics,202,1.0,0.83
Clothing,305,1.0,0.83
Clothing,179,1.0,0.94
Clothing,425,1.0,0.81
Electronics,231,1.0,0.86
Clothing,377,1.0,0.81
Clothing,154,1.0,0.78
Clothing,146,1.0,0.78
Clothing,240,1.0,0.72
Electronics,463,1.0,0.88
Home,312,1.0,0.82
Home,217,1.0,0.89
Books,89,1.0,0.82
Clothing,357,1.0,0.83
Electronics,55,1.0,0.81
Clothing,372,1.0,0.89
Clothing,66,1.0,0.77
Home,83,1.0,0.84
Clothing,400,1.0,0.76
Books,156,1.0,0.82
Clothing,387,1.0,0.87
Electronics,296,1.0,0.84
Clothing,385,1.0,0.85
Books,432,1.0,0.84
Clothing,168,1.0,0.75
Home,174,1.0,0.82
Books,126,1.0,0.71
Books,44,1.0,0.79
Books,147,1.0,0.83
Books,487,1.0,0.79
Books,325,1.0,0.87
Books,155,1.0,0.75
Electronics,413,1.0,0.87
Electronics,401,1.0,0.82
Books,180,1.0,0.78
Clothing,348,1.0,0.85
Clothing,76,1.0,0.82
Books,15,1.0,0.88
Books,25,1.0,0.87
Books,496,1.0,0.87
Clothing,405,1.0,0.81
Clothing,187,1.0,0.8
Electronics,476,1.0,0.8
Home,131,1.0,0.85
Home,264,1.0,0.84
Home,91,1.0,0.81
Home,231,1.0,0.84
Home,159,1.0,0.87
Clothing,489,1.0,0.82
Clothing,20,1.0,0.84
Electronics,311,1.0,0.84
Clothing,343,1.0,0.89
Clothing,461,1.0,0.84
Electronics,455,1.0,0.86
Books,123,1.0,0.77
Clothing,24,0.0,0.73
Clothing,480,1.0,0.79
Books,372,1.0,0.83
Clothing,123,1.0,0.77
Electronics,162,1.0,0.86
Books,479,1.0,0.83
Electronics,463,1.0,0.85
Books,323,1.0,0.85
Books,99,1.0,0.84
Electronics,102,1.0,0.84
Clothing,431,1.0,0.78
Home,29,1.0,0.77
Clothing,302,1.0,0.79
Clothing,307,1.0,0.76
Books,118,1.0,0.85
Clothing,424,1.0,0.84
Clothing,362,1.0,0.82
Books,494,1.0,0.79
Electronics,400,1.0,0.79
Clothing,445,1.0,0.88
Clothing,278,1.0,0.75
Books,280,1.0,0.86
Clothing,468,1.0,0.82
Home,299,1.0,0.78
Electronics,441,1.0,0.87
Clothing,207,1.0,0.76
Electronics,197,1.0,0.81
Electronics,125,1.0,0.85
Clothing,462,1.0,0.91
Books,145,1.0,0.86
Electronics,331,1.0,0.8
Books,225,1.0,0.77
Books,328,1.0,0.74
Books,108,1.0,0.9
Electronics,434,1.0,0.85
Home,399,1.0,0.74
Books,462,1.0,0.84
Home,364,1.0,0.75
Electronics,189,1.0,0.82
Clothing,433,1.0,0.85
Home,443,1.0,0.84
Clothing,326,1.0,0.9
Books,291,1.0,0.84
Electronics,423,1.0,0.81
Electronics,303,1.0,0.81
Clothing,98,1.0,0.75
Electronics,121,1.0,0.8
Clothing,437,1.0,0.77
Clothing,495,1.0,0.79
Clothing,232,1.0,0.82
Clothing,177,1.0,0.82
Books,250,1.0,0.85
Home,439,1.0,0.76
Clothing,263,1.0,0.76
Books,438,1.0,0.77
Books,235,1.0,0.82
Clothing,291,1.0,0.76
Clothing,231,1.0,0.77
Clothing,35,1.0,0.88
Clothing,248,1.0,0.9
Home,187,1.0,0.88
Books,334,1.0,0.82
Electronics,146,1.0,0.78
Clothing,270,1.0,0.86
Electronics,424,1.0,0.84
Electronics,41,1.0,0.84
Electronics,231,1.0,0.71
Home,27,1.0,0.86
Books,260,1.0,0.82
Books,219,1.0,0.8
Electronics,240,1.0,0.8
Clothing,348,1.0,0.73
Clothing,397,1.0,0.87
Home,43,1.0,0.86
Home,299,1.0,0.81
Electronics,171,1.0,0.82
Clothing,73,1.0,0.83
Electronics,379,1.0,0.79
Home,457,1.0,0.77
Clothing,244,1.0,0.87
Clothing,471,1.0,0.84
Clothing,73,1.0,0.83
Books,338,1.0,0.82
Electronics,206,1.0,0.74
Books,285,1.0,0.88
Books,280,1.0,0.87
Books,241,1.0,0.85
Clothing,55,1.0,0.81
Books,491,1.0,0.79
Clothing,277,1.0,0.78
Home,237,1.0,0.83
Home,212,1.0,0.87
Home,385,1.0,0.86
Clothing,306,1.0,0.8
Home,382,1.0,0.74
Electronics,262,1.0,0.9
Electronics,225,1.0,0.76
Home,369,1.0,0.76
Clothing,211,1.0,0.8
Books,124,1.0,0.86
Clothing,136,1.0,0.78
Books,206,1.0,0.76
Clothing,323,1.0,0.77
Clothing,439,1.0,0.83
Home,41,1.0,0.84
Home,215,1.0,0.91
Books,82,1.0,0.77
Clothing,494,1.0,0.84
Clothing,240,1.0,0.78
Electronics,16,1.0,0.76
Home,90,1.0,0.71
Electronics,280,1.0,0.87
Clothing,303,1.0,0.9
Books,267,1.0,0.79
Clothing,277,1.0,0.88
Clothing,173,1.0,0.91
Electronics,297,1.0,0.83
Clothing,62,1.0,0.84
Home,22,1.0,0.83
Books,44,1.0,0.85
Books,90,1.0,0.83
Books,349,1.0,0.89
Electronics,443,1.0,0.87
Electronics,244,1.0,0.76
Books,140,1.0,0.74
Home,321,1.0,0.86
Home,109,1.0,0.78
Home,408,1.0,0.81
Books,96,1.0,0.75
Clothing,193,1.0,0.87
Electronics,147,1.0,0.84
Books,464,1.0,0.81
Clothing,489,1.0,0.85
Clothing,453,1.0,0.73
Home,126,1.0,0.87
Books,423,1.0,0.76
Electronics,98,1.0,0.77
Books,455,1.0,0.87
Electronics,28,1.0,0.88
Clothing,388,1.0,0.84
Electronics,187,1.0,0.81
Electronics,64,1.0,0.84
Books,69,1.0,0.81
Electronics,316,1.0,0.76
Home,335,1.0,0.87
Electronics,232,1.0,0.81
Clothing,350,1.0,0.77
Books,177,1.0,0.82
Home,38,1.0,0.83
Home,474,1.0,0.84
Home,178,1.0,0.83
Books,416,1.0,0.81
Books,339,1.0,0.82
Clothing,419,1.0,0.86
Home,104,1.0,0.8
Books,48,1.0,0.86
Home,202,1.0,0.96
Clothing,392,1.0,0.84
Clothing,26,1.0,0.82
Books,172,1.0,0.8
Home,415,1.0,0.82
Electronics,445,1.0,0.87
Home,244,1.0,0.82
Home,379,1.0,0.72
Clothing,372,1.0,0.74
Books,246,1.0,0.84
Books,499,1.0,0.9
Books,494,1.0,0.85
Books,158,1.0,0.87
Electronics,178,1.0,0.81
Books,291,1.0,0.91
Clothing,31,1.0,0.77
Clothing,443,1.0,0.83
Books,252,1.0,0.82
Electronics,499,1.0,0.82
Clothing,43,1.0,0.89
Clothing,118,1.0,0.89
Clothing,355,1.0,0.79
Electronics,228,1.0,0.75
Electronics,139,1.0,0.81
Books,222,1.0,0.86
Books,344,1.0,0.88
Electronics,25,1.0,0.8
Home,55,1.0,0.79
Electronics,316,1.0,0.81
Clothing,378,1.0,0.86
Home,319,1.0,0.74
Books,440,1.0,0.85
Clothing,284,1.0,0.85
Clothing,182,1.0,0.91
Electronics,433,0.0,0.71
Electronics,478,1.0,0.84
Electronics,226,1.0,0.79
Books,225,1.0,0.76
Books,439,1.0,0.83
Home,33,1.0,0.81
Clothing,194,1.0,0.95
Books,135,1.0,0.75
Home,337,1.0,0.77
Electronics,360,1.0,0.75
Clothing,319,1.0,0.9
Books,265,1.0,0.74
Home,245,1.0,0.86
Home,78,1.0,0.8
Home,367,1.0,0.9
Clothing,332,1.0,0.85
Clothing,243,1.0,0.82
Home,55,1.0,0.84
Books,317,1.0,0.86
Books,76,1.0,0.77
Books,363,1.0,0.89
Clothing,407,1.0,0.82
Books,258,1.0,0.81
Books,482,1.0,0.8
Electronics,158,1.0,0.79
Clothing,251,1.0,0.77
Books,54,1.0,0.86
Electronics,340,1.0,0.74
Clothing,92,1.0,0.83
Electronics,474,1.0,0.8
Home,414,1.0,0.81
Home,388,1.0,0.81
Electronics,254,1.0,0.85
Books,414,1.0,0.84
Home,20,1.0,0.8
Home,61,1.0,0.81
Clothing,458,1.0,0.83
Books,203,1.0,0.85
Clothing,162,1.0,0.76
Home,76,1.0,0.78
Electronics,413,1.0,0.83
Electronics,177,1.0,0.82
Home,496,1.0,0.83
Home,314,1.0,0.8
Home,298,1.0,0.9
Clothing,197,1.0,0.8
Books,420,1.0,0.79
Books,145,1.0,0.87
Clothing,205,1.0,0.76
Home,476,1.0,0.88
Clothing,400,1.0,0.84
Books,409,1.0,0.79
Books,28,1.0,0.82
Clothing,239,1.0,0.82
Books,467,1.0,0.9
Clothing,421,1.0,0.84
Clothing,215,1.0,0.78
Clothing,15,1.0,0.79
Home,462,1.0,0.83
Clothing,353,1.0,0.82
Home,41,1.0,0.82
Clothing,443,1.0,0.81
Electronics,359,1.0,0.79
Home,213,1.0,0.81
Electronics,66,1.0,0.74
Clothing,149,1.0,0.76
Clothing,279,0.0,0.74
Home,313,1.0,0.79
Books,372,1.0,0.86
Electronics,378,1.0,0.78
Home,361,1.0,0.8
Clothing,357,1.0,0.75
Books,301,1.0,0.8
Home,190,1.0,0.78
Books,209,1.0,0.87
Electronics,260,1.0,0.84
Home,54,1.0,0.79
Electronics,312,1.0,0.89
Clothing,347,1.0,0.85
Books,314,1.0,0.89
Electronics,24,1.0,0.91
Books,347,1.0,0.81
Electronics,31,1.0,0.77
Books,375,1.0,0.86
Home,311,1.0,0.85
Electronics,317,1.0,0.82
Electronics,288,1.0,0.85
Clothing,258,1.0,0.82
Books,165,1.0,0.83
Books,421,1.0,0.82
Books,270,1.0,0.8
Electronics,224,1.0,0.87
Books,312,1.0,0.76
Books,442,1.0,0.79
Home,234,1.0,0.74
Home,362,1.0,0.8
Electronics,400,1.0,0.81
Home,305,1.0,0.82
Home,279,1.0,0.86
Home,487,1.0,0.8
Home,256,1.0,0.86
Books,52,1.0,0.83
Books,334,1.0,0.83
Books,373,1.0,0.75
Home,186,1.0,0.77
Home,64,1.0,0.89
Clothing,262,1.0,0.89
Home,377,1.0,0.92
Clothing,90,1.0,0.81
Books,385,1.0,0.78
Clothing,81,1.0,0.78
Electronics,257,1.0,0.82
Books,308,1.0,0.77
Clothing,393,1.0,0.88
Clothing,324,1.0,0.76
Books,342,1.0,0.89
Electronics,225,1.0,0.74
Books,19,1.0,0.8
Books,176,1.0,0.82
Clothing,303,1.0,0.85
Books,385,1.0,0.78
Books,141,1.0,0.83
Home,260,1.0,0.82
Electronics,398,1.0,0.8
Clothing,215,1.0,0.83
Clothing,122,1.0,0.83
Clothing,243,1.0,0.9
Electronics,59,1.0,0.8
Books,258,1.0,0.8
Home,116,1.0,0.84
Electronics,153,1.0,0.89
Clothing,335,1.0,0.84
Clothing,98,1.0,0.87
Home,106,1.0,0.88
Home,164,1.0,0.72
Electronics,476,1.0,0.8
Clothing,250,1.0,0.79
Home,330,1.0,0.74
Clothing,327,1.0,0.84
Home,195,1.0,0.78
Books,122,1.0,0.88
Books,497,1.0,0.76
Clothing,484,1.0,0.75
Home,204,1.0,0.87
Clothing,236,1.0,0.85
Electronics,413,1.0,0.82
Home,381,1.0,0.77
Books,150,1.0,0.86
Books,457,1.0,0.8
Electronics,260,1.0,0.9
Clothing,288,1.0,0.81
Books,139,1.0,0.81
Books,364,1.0,0.83
Clothing,382,1.0,0.86
Electronics,493,1.0,0.9
Electronics,269,1.0,0.85
Clothing,324,1.0,0.87
Electronics,159,1.0,0.84
Electronics,333,1.0,0.71
Clothing,331,1.0,0.78
Electronics,86,1.0,0.75
Clothing,151,1.0,0.74
Electronics,452,1.0,0.79
Clothing,483,1.0,0.78
Clothing,45,1.0,0.83
Electronics,248,1.0,0.88
Electronics,186,1.0,0.79
Clothing,239,1.0,0.85
Clothing,376,1.0,0.83
Home,305,1.0,0.76
Home,321,1.0,0.83
Books,433,1.0,0.72
Electronics,365,1.0,0.82
Electronics,286,1.0,0.87
Electronics,348,1.0,0.78
Electronics,94,1.0,0.85
Electronics,404,1.0,0.79
Clothing,489,1.0,0.74
Electronics,196,1.0,0.86
Books,81,1.0,0.83
Home,356,1.0,0.8
Home,475,1.0,0.85
Home,489,1.0,0.83
Books,495,1.0,0.85
Electronics,340,1.0,0.88
Home,79,1.0,0.77
Home,105,1.0,0.84
Electronics,372,1.0,0.82
Electronics,450,1.0,0.79
Books,81,1.0,0.84
Electronics,87,1.0,0.79
Clothing,480,1.0,0.78
Books,68,1.0,0.86
Electronics,262,1.0,0.78
Home,205,1.0,0.73
Clothing,128,1.0,0.77
Books,462,1.0,0.79
Home,337,1.0,0.8
Clothing,96,1.0,0.79
Books,330,1.0,0.82
Clothing,457,1.0,0.89
Electronics,393,1.0,0.82
Books,14,1.0,0.78
Clothing,217,1.0,0.76
Books,267,1.0,0.8
Books,280,1.0,0.79
Electronics,110,1.0,0.88
Books,273,1.0,0.79
Electronics,51,1.0,0.77
Home,158,1.0,0.86
Home,452,1.0,0.77
Home,360,1.0,0.81
Clothing,119,1.0,0.76
Electronics,327,1.0,0.9
Home,308,1.0,0.78
Clothing,398,1.0,0.8
Clothing,320,1.0,0.82
Home,92,1.0,0.87
Electronics,424,1.0,0.78
Electronics,193,1.0,0.83
Clothing,392,1.0,0.89
Home,399,1.0,0.71
Clothing,432,1.0,0.81
Home,166,1.0,0.77
Electronics,167,1.0,0.77
Clothing,125,1.0,0.84
Home,51,1.0,0.79
Electronics,88,1.0,0.86
Clothing,194,1.0,0.74
Home,131,1.0,0.81
Home,109,1.0,0.92
Books,471,1.0,0.78
Books,50,1.0,0.82
Clothing,489,1.0,0.87
Clothing,324,1.0,0.85
Electronics,329,1.0,0.75
Electronics,206,1.0,0.83
Home,226,1.0,0.9
Books,468,1.0,0.85
Clothing,461,1.0,0.83
Books,351,1.0,0.84
Electronics,227,1.0,0.85
Books,427,1.0,0.85
Clothing,336,1.0,0.79
Books,405,1.0,0.76
Clothing,264,1.0,0.77
Electronics,237,1.0,0.78
Electronics,379,1.0,0.84
Clothing,427,1.0,0.8
Clothing,54,1.0,0.75
Clothing,294,1.0,0.8
Electronics,144,1.0,0.86
Clothing,355,1.0,0.83
Electronics,171,1.0,0.8
Home,406,1.0,0.8
Clothing,78,1.0,0.84
Home,492,1.0,0.75
Home,57,1.0,0.82
Electronics,426,1.0,0.84
Electronics,25,1.0,0.79
Electronics,213,1.0,0.84
Books,97,1.0,0.8
Home,49,1.0,0.78
Electronics,231,1.0,0.92
Home,259,1.0,0.75
Clothing,440,1.0,0.72
Home,496,1.0,0.78
Home,307,1.0,0.78
Electronics,64,1.0,0.75
Books,15,1.0,0.8
Electronics,486,1.0,0.74
Books,235,1.0,0.77
Books,271,1.0,0.86
Home,458,1.0,0.8
Clothing,67,1.0,0.87
Books,330,1.0,0.79
Home,291,1.0,0.9
Clothing,299,1.0,0.78
Home,435,1.0,0.83
Books,414,1.0,0.85
Clothing,414,1.0,0.79
Books,266,1.0,0.71
Clothing,158,0.0,0.72
Books,253,1.0,0.75
Electronics,482,1.0,0.76
Clothing,197,1.0,0.85
Clothing,270,1.0,0.8
Home,469,1.0,0.8
Home,498,1.0,0.9
Books,460,1.0,0.71
Clothing,303,1.0,0.82
Home,197,1.0,0.79
Books,17,1.0,0.87
Books,132,1.0,0.79
Clothing,62,1.0,0.77
Books,73,1.0,0.91
Clothing,94,1.0,0.84
Clothing,234,1.0,0.87
Books,358,1.0,0.77
Books,240,1.0,0.86
Electronics,318,1.0,0.87
Books,362,1.0,0.85
Home,452,1.0,0.86
Home,439,1.0,0.72
Books,395,1.0,0.83
Home,153,1.0,0.76
Clothing,438,1.0,0.85
Books,56,1.0,0.76
Clothing,167,1.0,0.83
Clothing,126,1.0,0.8
Books,372,1.0,0.74
Clothing,152,1.0,0.81
Home,51,1.0,0.73
Clothing,187,1.0,0.81
Clothing,336,1.0,0.77
Books,22,1.0,0.73
Clothing,187,1.0,0.86
Books,161,1.0,0.76
Home,239,1.0,0.79
Clothing,489,1.0,0.82
Home,363,1.0,0.83
Electronics,128,1.0,0.86
Home,463,1.0,0.88
Books,118,1.0,0.81
Electronics,338,1.0,0.83
Home,160,0.0,0.71
Home,246,1.0,0.78
Home,255,1.0,0.73
Home,124,1.0,0.78
Clothing,145,1.0,0.84
Clothing,383,1.0,0.85
Books,338,1.0,0.77
Books,26,1.0,0.81
Clothing,229,1.0,0.83
Home,256,1.0,0.76
Clothing,157,1.0,0.8
Home,195,1.0,0.83
Clothing,100,1.0,0.86
Electronics,283,1.0,0.79
Books,69,1.0,0.87
Books,350,1.0,0.89
Books,353,1.0,0.73
Clothing,139,1.0,0.76
Clothing,216,1.0,0.76
Clothing,419,1.0,0.83
Clothing,394,1.0,0.88
Books,168,1.0,0.77
Clothing,63,1.0,0.9
Books,205,1.0,0.83
Clothing,362,1.0,0.86
Books,291,1.0,0.9
Clothing,356,1.0,0.73
Electronics,208,1.0,0.9
Books,416,1.0,0.78
Clothing,280,1.0,0.81
Electronics,459,1.0,0.91
Electronics,199,1.0,0.8
Home,323,1.0,0.75
Clothing,368,1.0,0.82
Home,201,1.0,0.87
Clothing,191,1.0,0.81
Electronics,45,1.0,0.76
Home,146,1.0,0.88
Books,60,1.0,0.77
Books,385,1.0,0.85
Electronics,459,1.0,0.85
Electronics,226,1.0,0.75
Books,50,1.0,0.9
Books,11,1.0,0.86
Books,143,1.0,0.81
Clothing,166,1.0,0.86
Clothing,236,1.0,0.75
Home,371,1.0,0.87
Home,327,1.0,0.78
Clothing,364,1.0,0.75
Electronics,115,1.0,0.88
Clothing,200,1.0,0.82
Home,469,1.0,0.81
Home,65,1.0,0.83
Books,111,1.0,0.79
Books,301,1.0,0.84
Electronics,438,1.0,0.83
Home,93,1.0,0.8
Books,217,1.0,0.76
Clothing,32,1.0,0.77
Books,401,1.0,0.77
Books,100,1.0,0.91
Electronics,471,1.0,0.77
Clothing,136,1.0,0.94
Books,471,1.0,0.8
Clothing,250,1.0,0.83
Books,371,1.0,0.74
Clothing,166,1.0,0.87
Electronics,130,1.0,0.81
Books,308,1.0,0.75
Books,262,1.0,0.76
Electronics,423,1.0,0.87
Home,45,1.0,0.82
Clothing,210,1.0,0.84
Home,17,1.0,0.87
Electronics,87,1.0,0.82
Books,438,1.0,0.76
Electronics,20,1.0,0.87
Books,261,1.0,0.82
Books,95,1.0,0.87
Books,355,1.0,0.84
Electronics,397,1.0,0.74
Electronics,339,1.0,0.75
Clothing,90,1.0,0.81
Books,472,1.0,0.83
Home,184,1.0,0.83
Home,175,1.0,0.83
Home,457,1.0,0.77
Books,208,1.0,0.8
Books,211,1.0,0.77
Electronics,295,1.0,0.81
Home,231,1.0,0.87
Books,277,1.0,0.86
Clothing,51,1.0,0.91
Books,87,1.0,0.81
Clothing,11,1.0,0.86
Electronics,327,1.0,0.86
Home,57,1.0,0.82
Books,225,1.0,0.76
Books,164,1.0,0.78
Books,255,1.0,0.83
Clothing,286,1.0,0.82
Books,257,1.0,0.83
Home,85,1.0,0.85
Clothing,358,1.0,0.82
Clothing,400,1.0,0.81
Books,449,1.0,0.78
Clothing,102,1.0,0.82
Books,355,1.0,0.84
Books,379,1.0,0.82
Clothing,85,1.0,0.8
Home,97,1.0,0.83
Home,369,1.0,0.73
Home,349,1.0,0.88
Electronics,483,1.0,0.84
Home,45,1.0,0.83
Clothing,162,1.0,0.88
Clothing,499,1.0,0.77
Books,385,1.0,0.74
Home,368,1.0,0.79
Clothing,272,1.0,0.86
Home,357,1.0,0.72
Books,63,1.0,0.78
Books,161,1.0,0.9
Books,117,1.0,0.8
Electronics,108,1.0,0.88
Books,86,1.0,0.79
Home,79,1.0,0.88
Books,326,1.0,0.73
Clothing,155,1.0,0.8
Clothing,377,1.0,0.84
Clothing,50,1.0,0.77
Clothing,300,1.0,0.85
Books,436,1.0,0.87
Books,454,1.0,0.74
Books,98,1.0,0.89
Home,312,1.0,0.84
Books,366,1.0,0.87
Electronics,114,1.0,0.79
Home,482,1.0,0.84
Clothing,46,1.0,0.78
Home,12,1.0,0.9
Clothing,375,1.0,0.84
Electronics,165,1.0,0.81
Home,380,1.0,0.78
Home,470,1.0,0.79
Books,448,1.0,0.87
Clothing,86,1.0,0.77
Home,159,1.0,0.84
Clothing,149,1.0,0.73
Clothing,231,1.0,0.86
Clothing,336,1.0,0.89
Clothing,354,1.0,0.76
Home,428,1.0,0.8
Books,469,1.0,0.78
Electronics,111,1.0,0.85
Books,439,1.0,0.87
Books,273,1.0,0.81
Home,165,1.0,0.83
Home,349,1.0,0.84
Books,488,1.0,0.78
Home,498,1.0,0.83
Books,63,1.0,0.85
Electronics,151,1.0,0.79
Electronics,155,1.0,0.8
Clothing,343,1.0,0.74
Electronics,366,1.0,0.74
Clothing,24,1.0,0.82
Books,258,1.0,0.84
Books,154,1.0,0.72
Electronics,242,1.0,0.76
Home,51,1.0,0.88
Books,184,1.0,0.79
Clothing,12,1.0,0.8
Books,49,1.0,0.81
Clothing,357,1.0,0.71
Books,376,1.0,0.83
Books,298,1.0,0.78
Home,66,1.0,0.78
Books,184,1.0,0.85
Books,101,0.0,0.74
Clothing,154,1.0,0.73
Home,243,1.0,0.89
Clothing,245,1.0,0.87
Books,263,1.0,0.82
Home,468,1.0,0.84
Books,234,1.0,0.8
Books,123,1.0,0.88
Home,107,1.0,0.84
Books,154,1.0,0.81
Electronics,450,1.0,0.87
Electronics,264,1.0,0.92
Books,445,1.0,0.8
Books,162,1.0,0.83
Electronics,155,1.0,0.8
Clothing,290,1.0,0.71
Home,44,1.0,0.76
Clothing,31,1.0,0.83
Clothing,464,1.0,0.81
Clothing,271,1.0,0.77
Home,321,1.0,0.71
Clothing,63,1.0,0.81
Books,465,1.0,0.89
Home,455,1.0,0.77
Home,168,1.0,0.89
Clothing,102,1.0,0.79
Clothing,455,1.0,0.8
Electronics,322,1.0,0.81
Clothing,247,1.0,0.87
Electronics,432,1.0,0.86
Electronics,121,1.0,0.83
Home,430,1.0,0.78
Electronics,473,1.0,0.83
Home,381,1.0,0.88
Clothing,349,1.0,0.86
Electronics,52,1.0,0.8
Clothing,248,1.0,0.82
Clothing,71,1.0,0.8
Books,213,1.0,0.73
Home,450,1.0,0.92
Home,376,1.0,0.81
Books,51,1.0,0.88
Books,88,1.0,0.87
Clothing,493,1.0,0.88
Home,496,1.0,0.88
Clothing,188,1.0,0.85
Clothing,13,1.0,0.8
Clothing,462,1.0,0.82
Electronics,477,1.0,0.78
Clothing,185,1.0,0.72
Clothing,148,1.0,0.74
Home,164,1.0,0.84
Electronics,334,0.0,0.74
Books,266,1.0,0.88
Books,96,1.0,0.8
Clothing,344,1.0,0.82
Home,157,1.0,0.72
Clothing,125,1.0,0.81
Clothing,396,1.0,0.78
Books,476,1.0,0.72
Electronics,87,1.0,0.77
Books,223,1.0,0.86
Clothing,69,1.0,0.92
Home,443,1.0,0.81
Electronics,89,1.0,0.79
Electronics,362,1.0,0.87
Clothing,55,1.0,0.83
Clothing,272,1.0,0.81
Home,275,1.0,0.83
Books,233,1.0,0.8
Electronics,162,1.0,0.8
Books,71,1.0,0.9
Books,359,1.0,0.81
Clothing,48,1.0,0.89
Clothing,131,1.0,0.83
